序号,标题,URL,视频ID,类型,关键词,获取时间
15,Group holding flag with Nazi symbol shows up to pride event in Johnson City,https://www.youtube.com/shorts/WOPDAH5K98g,WOPDAH5K98g,shorts,万字旗,2025-08-18 18:22:38
16,Every Controversial Flag Explained in 8 Minutes,https://www.youtube.com/watch?v=v49M34lBT3E&pp=ygUJ5LiH5a2X5peX,v49M34lBT3E,watch,万字旗,2025-08-18 18:22:38
17,15 August special swastik rangoli design using with beautiful Indian flag colours#shorts,https://www.youtube.com/shorts/lLBptGoN4BM,lLBptGoN4BM,shorts,万字旗,2025-08-18 18:22:38
18,【93閱兵大調研】二次彩排”陸空武器再刷新”!看陸大閱兵 世界各國準備安靜了?20250818@中天電視,https://www.youtube.com/watch?v=X-4lyh_stkM&pp=ygUJ5LiH5a2X5peX,X-4lyh_stkM,watch,万字旗,2025-08-18 18:22:38
19,How to draw flag saluted boy from swastik symbol//shorts//Bappa Art Box,https://www.youtube.com/shorts/r3E6mWT7CUU,r3E6mWT7CUU,shorts,万字旗,2025-08-18 18:22:38
20,Swastik Tri Colour Drawing 🇮🇳#shorts #swatik easy drawing #republicday,https://www.youtube.com/shorts/hbY8KE3TUvg,hbY8KE3TUvg,shorts,万字旗,2025-08-18 18:22:38
1,新歌〈希特勒萬歲〉宣揚納粹 肯伊威斯特遭澳洲政府取消簽證｜20250703 公視午間新聞,https://www.youtube.com/watch?v=viIWYDBJ_Hs&pp=ygUP5biM54m55YuS5LiH5bKB,viIWYDBJ_Hs,watch,希特勒万岁,2025-08-18 18:23:18
2,希特勒死亡80年後  為何仍給世界帶來陰影？－ BBC News 中文,https://www.youtube.com/watch?v=REwnP79bbXo&pp=ygUP5biM54m55YuS5LiH5bKB,REwnP79bbXo,watch,希特勒万岁,2025-08-18 18:23:18
3,希特勒万岁,https://www.youtube.com/shorts/LZThyZl0czI,LZThyZl0czI,shorts,希特勒万岁,2025-08-18 18:23:18
4,大日本帝国万歳大和民族万歳      大中共帝国             希特勒万岁毛泽东万岁👋😈,https://www.youtube.com/shorts/uCMKtC4mD-k,uCMKtC4mD-k,shorts,希特勒万岁,2025-08-18 18:23:18
5,為什麼不可以罵人「納粹」或「希特勒」？,https://www.youtube.com/shorts/AYC7d41SGz0,AYC7d41SGz0,shorts,希特勒万岁,2025-08-18 18:23:18
6,希特勒有猶太血統？俄外交部長語出驚人｜志祺七七 #shorts,https://www.youtube.com/shorts/vyzavCCJo8o,vyzavCCJo8o,shorts,希特勒万岁,2025-08-18 18:23:18
7,MGTV：美7旬老人槍殺3人 喊希特勒萬歲,https://www.youtube.com/watch?v=aXnPIHtdMo0&pp=ygUP5biM54m55YuS5LiH5bKB,aXnPIHtdMo0,watch,希特勒万岁,2025-08-18 18:23:18
8,仿希特勒.揮納粹旗 高中生挨轟,https://www.youtube.com/watch?v=nwAP6ASxMco&pp=ygUP5biM54m55YuS5LiH5bKB,nwAP6ASxMco,watch,希特勒万岁,2025-08-18 18:23:18
9,向希特勒致敬? 馬斯克疑行納粹禮惹議 X社交平台出現大批罵聲 #shorts,https://www.youtube.com/shorts/gHe1ret5sbA,gHe1ret5sbA,shorts,希特勒万岁,2025-08-18 18:23:18
10,二战前，曾有一名中国人来到纳粹德国，在当地一直待了十年。,https://www.youtube.com/watch?v=ZWnDOUhyeGQ&pp=ygUP5biM54m55YuS5LiH5bKB,ZWnDOUhyeGQ,watch,希特勒万岁,2025-08-18 18:23:18
11,稱習像希特勒惹議 外交次長:尊重個人意見、盼歐美理解台處境｜TVBS新聞 @TVBSNEWS01,https://www.youtube.com/watch?v=HczGnQDgliU&pp=ygUP5biM54m55YuS5LiH5bKB,HczGnQDgliU,watch,希特勒万岁,2025-08-18 18:23:18
12,【毛泽东冥诞130周年】【韶山民众聚集高喊极左口号】,https://www.youtube.com/shorts/VAxq-KxX78c,VAxq-KxX78c,shorts,希特勒万岁,2025-08-18 18:23:18
13,下地獄去喊希特勒萬歲吧,https://www.youtube.com/watch?v=IFagm3DcwvU&pp=ygUP5biM54m55YuS5LiH5bKB,IFagm3DcwvU,watch,希特勒万岁,2025-08-18 18:23:18
14,朱立倫「納粹說」遭批  夏立言:赴歐洲願說明｜TVBS新聞 @TVBSNEWS01,https://www.youtube.com/shorts/Yz2gsZ5Msn4,Yz2gsZ5Msn4,shorts,希特勒万岁,2025-08-18 18:23:18
15,德国纳粹希特勒50岁生日，200万人参加，堪称人类历史豪华盛宴,https://www.youtube.com/watch?v=cT_5Yp4AcKg&pp=ygUP5biM54m55YuS5LiH5bKB0gcJCa0JAYcqIYzv,cT_5Yp4AcKg,watch,希特勒万岁,2025-08-18 18:23:18
16,希特勒临死前送出的徽章代表什么含义？,https://www.youtube.com/shorts/sNvNkI9f8UI,sNvNkI9f8UI,shorts,希特勒万岁,2025-08-18 18:23:18
17,【93閱兵大調研】二次彩排”陸空武器再刷新”!看陸大閱兵 世界各國準備安靜了?20250818@中天電視,https://www.youtube.com/watch?v=X-4lyh_stkM&pp=ygUP5biM54m55YuS5LiH5bKB,X-4lyh_stkM,watch,希特勒万岁,2025-08-18 18:23:18
18,为什么二战的德军有两种敬礼方式？#二战电影,https://www.youtube.com/shorts/ACGVke3tSNA,ACGVke3tSNA,shorts,希特勒万岁,2025-08-18 18:23:18
19,希特勒屠殺600萬人 以色列也要嗎？ 李永萍怒：美惡霸！ #Shorts,https://www.youtube.com/shorts/YvJ48_MNXxM,YvJ48_MNXxM,shorts,希特勒万岁,2025-08-18 18:23:18
20,前香港特首梁振英當面威脅芬蘭法輪功學員,https://www.youtube.com/watch?v=_E4m2TZvY1E&pp=ygUP5biM54m55YuS5LiH5bKB,_E4m2TZvY1E,watch,希特勒万岁,2025-08-18 18:23:18
1,新疆烏魯木齊七五打砸抢烧暴力事件2009年07月05日完整版,https://www.youtube.com/watch?v=lq-ExEF_XPc&pp=ygUV5LmM6bKB5pyo6b2Q5omT56C45oqi0gcJCa0JAYcqIYzv,lq-ExEF_XPc,watch,乌鲁木齐打砸抢,2025-08-18 18:23:58
2,乌鲁木齐发生打砸抢烧严重暴力犯罪事件 新华社视频专线,https://www.youtube.com/watch?v=4-Z8UDjpNfY&pp=ygUV5LmM6bKB5pyo6b2Q5omT56C45oqi,4-Z8UDjpNfY,watch,乌鲁木齐打砸抢,2025-08-18 18:23:58
3,"乌鲁木齐“7.5严重暴力事件""",https://www.youtube.com/watch?v=xXQJEDIKIZ4&pp=ygUV5LmM6bKB5pyo6b2Q5omT56C45oqi,xXQJEDIKIZ4,watch,乌鲁木齐打砸抢,2025-08-18 18:23:58
4,十年之痛：新疆七五事件目击者的回忆,https://www.youtube.com/watch?v=2PoxCHbSI0s&pp=ygUV5LmM6bKB5pyo6b2Q5omT56C45oqi,2PoxCHbSI0s,watch,乌鲁木齐打砸抢,2025-08-18 18:23:58
5,乌鲁木齐打砸抢烧犯罪事件新闻发布会Press conference on Xinjiang riot‎,https://www.youtube.com/watch?v=gjsw39LZE98&pp=ygUV5LmM6bKB5pyo6b2Q5omT56C45oqi,gjsw39LZE98,watch,乌鲁木齐打砸抢,2025-08-18 18:23:58
6,乌鲁木齐发生打砸抢烧严重暴力犯罪事件2009年07月05日,https://www.youtube.com/watch?v=mG1hQE_WgWo&pp=ygUV5LmM6bKB5pyo6b2Q5omT56C45oqi,mG1hQE_WgWo,watch,乌鲁木齐打砸抢,2025-08-18 18:23:58
7,7.05  乌鲁木齐 维吾尔族 暴乱,https://www.youtube.com/watch?v=JIEZNJpyKaE&pp=ygUV5LmM6bKB5pyo6b2Q5omT56C45oqi,JIEZNJpyKaE,watch,乌鲁木齐打砸抢,2025-08-18 18:23:58
8,罗帅宇事件：中国领导人们为何如此长寿？到底是谁在噶中国人的腰子？｜器官移植｜湘雅二医院|活摘器官,https://www.youtube.com/watch?v=22WZ0u7_Ukc&pp=ygUV5LmM6bKB5pyo6b2Q5omT56C45oqi,22WZ0u7_Ukc,watch,乌鲁木齐打砸抢,2025-08-18 18:23:58
9,刘建超茅晨月牵出中金丁玮 | 王歧山终难逃 | 查中金剑指摩根士丹利？| 朱云来在被查名单上 | 朱镕基何在 | 习近平为何不抓王歧山,https://www.youtube.com/watch?v=Efw8zMYLFD8&pp=ygUV5LmM6bKB5pyo6b2Q5omT56C45oqi,Efw8zMYLFD8,watch,乌鲁木齐打砸抢,2025-08-18 18:23:58
10,兔死狗烹！习欲整死赵乐际，却扑空陷入被动！高层官场实乃绞肉机,https://www.youtube.com/watch?v=GBweQVAgwnA&pp=ygUV5LmM6bKB5pyo6b2Q5omT56C45oqi,GBweQVAgwnA,watch,乌鲁木齐打砸抢,2025-08-18 18:23:58
11,新疆自治区主席谈乌鲁木齐打砸抢烧事件,https://www.youtube.com/watch?v=8wlgITYk-tY&pp=ygUV5LmM6bKB5pyo6b2Q5omT56C45oqi,8wlgITYk-tY,watch,乌鲁木齐打砸抢,2025-08-18 18:23:58
12,2009年7月5日新疆烏魯木齊七五打砸抢燒严重暴力事件新聞聯播片段,https://www.youtube.com/watch?v=IBJyGTKBe8w&pp=ygUV5LmM6bKB5pyo6b2Q5omT56C45oqi,IBJyGTKBe8w,watch,乌鲁木齐打砸抢,2025-08-18 18:23:58
13,乌鲁木齐发生打砸抢烧严重暴力犯罪事件[20090706],https://www.youtube.com/watch?v=XhYWN-ZDr_c&pp=ygUV5LmM6bKB5pyo6b2Q5omT56C45oqi0gcJCa0JAYcqIYzv,XhYWN-ZDr_c,watch,乌鲁木齐打砸抢,2025-08-18 18:23:58
14,乌鲁木齐发生打砸抢烧严重暴力犯罪事件2009年07月07日,https://www.youtube.com/watch?v=s3KZ9ZyIIVs&pp=ygUV5LmM6bKB5pyo6b2Q5omT56C45oqi0gcJCa0JAYcqIYzv,s3KZ9ZyIIVs,watch,乌鲁木齐打砸抢,2025-08-18 18:23:58
15,暴動隔天入住烏魯木齊 旅客拍下畫面,https://www.youtube.com/watch?v=x8DwFHJDVEw&pp=ygUV5LmM6bKB5pyo6b2Q5omT56C45oqi,x8DwFHJDVEw,watch,乌鲁木齐打砸抢,2025-08-18 18:23:58
16,乌鲁木齐 Urumqi 公开审理三起打砸抢烧严重暴力犯罪案件,https://www.youtube.com/watch?v=7wCPJx4XqlU&pp=ygUV5LmM6bKB5pyo6b2Q5omT56C45oqi,7wCPJx4XqlU,watch,乌鲁木齐打砸抢,2025-08-18 18:23:58
17,乌鲁木齐群众:亲历打砸抢烧严重暴力事件 2009年07月07日,https://www.youtube.com/watch?v=Q2C-EkK1IZ4&pp=ygUV5LmM6bKB5pyo6b2Q5omT56C45oqi,Q2C-EkK1IZ4,watch,乌鲁木齐打砸抢,2025-08-18 18:23:58
18,乌鲁木齐发生打砸抢烧严重暴力犯罪事件2009年07月05日2,https://www.youtube.com/watch?v=dfI2xydu1m8&pp=ygUV5LmM6bKB5pyo6b2Q5omT56C45oqi,dfI2xydu1m8,watch,乌鲁木齐打砸抢,2025-08-18 18:23:58
19,乌鲁木齐“7·5”打砸抢烧严重暴力犯罪事件死亡人数增至156人 2009年07月07日,https://www.youtube.com/watch?v=mX6gR87QVQc&pp=ygUV5LmM6bKB5pyo6b2Q5omT56C45oqi,mX6gR87QVQc,watch,乌鲁木齐打砸抢,2025-08-18 18:23:58
20,外国专家学者谴责乌鲁木齐打砸抢烧严重暴力犯罪事件2009年07月19日,https://www.youtube.com/watch?v=c6buvL44vkE&pp=ygUV5LmM6bKB5pyo6b2Q5omT56C45oqi,c6buvL44vkE,watch,乌鲁木齐打砸抢,2025-08-18 18:23:58
21,7.05新疆乌鲁木齐 维吾尔族 打砸抢烧 事件 平民自拍,https://www.youtube.com/watch?v=AFt7_EkJqfE&pp=ygUV5LmM6bKB5pyo6b2Q5omT56C45oqi,AFt7_EkJqfE,watch,乌鲁木齐打砸抢,2025-08-18 18:23:58
22,"乌鲁木齐打砸抢烧事件致140人死亡,828人受伤",https://www.youtube.com/watch?v=MaUkenC-biw&pp=ygUV5LmM6bKB5pyo6b2Q5omT56C45oqi,MaUkenC-biw,watch,乌鲁木齐打砸抢,2025-08-18 18:23:58
23,6年来新疆民族问题引发的暴力事件,https://www.youtube.com/watch?v=9Leh83MhxBo&pp=ygUV5LmM6bKB5pyo6b2Q5omT56C45oqi,9Leh83MhxBo,watch,乌鲁木齐打砸抢,2025-08-18 18:23:58
24,上海抗议者：我们要勇敢一点,https://www.youtube.com/watch?v=CSpJpIKlgXc&pp=ygUV5LmM6bKB5pyo6b2Q5omT56C45oqi,CSpJpIKlgXc,watch,乌鲁木齐打砸抢,2025-08-18 18:23:58
1,唐山收费站事件 对特警齐声怒吼“跪下！”,https://www.youtube.com/watch?v=Uyv3M3BrafE&pp=ygUV5ZSQ5bGx5pS26LS556uZ5omT56C4,Uyv3M3BrafE,watch,唐山收费站打砸,2025-08-18 18:24:38
2,9月2日唐山收费站穆斯林群体事件,https://www.youtube.com/watch?v=65rtJeH6u8U&pp=ygUV5ZSQ5bGx5pS26LS556uZ5omT56C4,65rtJeH6u8U,watch,唐山收费站打砸,2025-08-18 18:24:38
3,唐山回民打砸收费站（维权人士独家提供）,https://www.youtube.com/watch?v=EJhCg6cFBEs&pp=ygUV5ZSQ5bGx5pS26LS556uZ5omT56C4,EJhCg6cFBEs,watch,唐山收费站打砸,2025-08-18 18:24:38
4,唐山市古冶区：穆斯林打砸收费站片段1,https://www.youtube.com/shorts/UUYokyeIhJw,UUYokyeIhJw,shorts,唐山收费站打砸,2025-08-18 18:24:38
5,“唐山收费站”事件平息 市政府否认道歉赔款,https://www.youtube.com/watch?v=DPlZ7-w5HM4&pp=ygUV5ZSQ5bGx5pS26LS556uZ5omT56C4,DPlZ7-w5HM4,watch,唐山收费站打砸,2025-08-18 18:24:38
6,唐山收费站被砸，有民众支持（维权人士独家提供）,https://www.youtube.com/watch?v=emVf8b39W_8&pp=ygUV5ZSQ5bGx5pS26LS556uZ5omT56C4,emVf8b39W_8,watch,唐山收费站打砸,2025-08-18 18:24:38
7,翟山鹰：《南京照相馆》反衬中共的卑劣丨中共窃取二战时国民党胜利果实丨宣扬仇恨为己所用,https://www.youtube.com/watch?v=X00YLHo8cGE&pp=ygUV5ZSQ5bGx5pS26LS556uZ5omT56C4,X00YLHo8cGE,watch,唐山收费站打砸,2025-08-18 18:24:38
8,北京驚現坦克裝甲車上街，王毅又在國際上丟臉！台灣主權屬於誰？中國強徵社保，人民叫苦連天！,https://www.youtube.com/watch?v=bRDer8o5Ois&pp=ygUV5ZSQ5bGx5pS26LS556uZ5omT56C40gcJCa0JAYcqIYzv,bRDer8o5Ois,watch,唐山收费站打砸,2025-08-18 18:24:38
9,楊蘭蘭事件，是習近平的令計劃時刻！粉碎了他的反腐形象，是習近平家族的最大形象危機！反習派胡錦濤、張又俠乘勢痛打落水狗！終結習核心！,https://www.youtube.com/watch?v=kEwMmz9Tm20&pp=ygUV5ZSQ5bGx5pS26LS556uZ5omT56C4,kEwMmz9Tm20,watch,唐山收费站打砸,2025-08-18 18:24:38
10,恒大破产、华南城清盘，中国经济最后的遮羞布要没了。,https://www.youtube.com/watch?v=GKsWP3_8ItU&pp=ygUV5ZSQ5bGx5pS26LS556uZ5omT56C4,GKsWP3_8ItU,watch,唐山收费站打砸,2025-08-18 18:24:38
11,唐山市古冶区：穆斯林打砸收费站,https://www.youtube.com/watch?v=grCp7xMDIcE&pp=ygUV5ZSQ5bGx5pS26LS556uZ5omT56C4,grCp7xMDIcE,watch,唐山收费站打砸,2025-08-18 18:24:38
12,唐山收费站撤销，员工不满安置，堵路导致大瘫痪，劫路的也起来抗议了😄,https://www.youtube.com/shorts/3ZKYZC-trgc,3ZKYZC-trgc,shorts,唐山收费站打砸,2025-08-18 18:24:38
13,唐山事件，小巷子視頻破解，手段残忍，凶残之至，不忍卒讀……,https://www.youtube.com/shorts/1ZYHRtiB4f8,1ZYHRtiB4f8,shorts,唐山收费站打砸,2025-08-18 18:24:38
14,唐山回民收費站被打    連續兩天爆發騷亂,https://www.youtube.com/watch?v=hHqLmkN5xU8&pp=ygUV5ZSQ5bGx5pS26LS556uZ5omT56C40gcJCa0JAYcqIYzv,hHqLmkN5xU8,watch,唐山收费站打砸,2025-08-18 18:24:38
15,9月3日唐山穆斯林打砸收费站，包围政府，五章暴动争取自己500万所得到的启示,https://www.youtube.com/watch?v=RwfoJr2EnIw&pp=ygUV5ZSQ5bGx5pS26LS556uZ5omT56C4,RwfoJr2EnIw,watch,唐山收费站打砸,2025-08-18 18:24:38
16,中共迫压的伊斯兰教站起来,https://www.youtube.com/shorts/dE4JJ7cvW-0,dE4JJ7cvW-0,shorts,唐山收费站打砸,2025-08-18 18:24:38
17,🔴 LIVE【漢我遊橫琴+澳門】DAY 1 | 澳門的後花園 橫琴,https://www.youtube.com/watch?v=4IZz-8-c2Jc&pp=ygUV5ZSQ5bGx5pS26LS556uZ5omT56C4,4IZz-8-c2Jc,watch,唐山收费站打砸,2025-08-18 18:24:38
18,看阿訇号召力，一呼百应，穆斯林打砸天津某收费站,https://www.youtube.com/shorts/K51zA-H5N-8,K51zA-H5N-8,shorts,唐山收费站打砸,2025-08-18 18:24:38
19,唐山事件最新爆料，黑幕更多更驚人【新聞看點 李沐陽7.19】,https://www.youtube.com/watch?v=xJ7jb2HgOsE&pp=ygUV5ZSQ5bGx5pS26LS556uZ5omT56C4,xJ7jb2HgOsE,watch,唐山收费站打砸,2025-08-18 18:24:38
20,【路德社】美拟向乌克兰提供“类北约”安保！泽连斯基称“历史性突破”，俄被迫重大让步，Xi共只能装傻发抖！17/8/2025【ludepress.com】,https://www.youtube.com/watch?v=ga2EQ0KXTIw&pp=ygUV5ZSQ5bGx5pS26LS556uZ5omT56C4,ga2EQ0KXTIw,watch,唐山收费站打砸,2025-08-18 18:24:38
21,翟山鹰：唐山事件就是高层“借刀杀人”的政治斗争丨唐山打人事件,https://www.youtube.com/watch?v=uL3eTmJlw8U&pp=ygUV5ZSQ5bGx5pS26LS556uZ5omT56C4,uL3eTmJlw8U,watch,唐山收费站打砸,2025-08-18 18:24:38
22,前警察陈志伟网络维权，唐山烧烤店事件真相如何？｜唐山烧烤店｜打人｜黑社会｜陈继志｜陈志伟｜警察｜打黑｜实名举报｜王局拍案20240807,https://www.youtube.com/watch?v=3PKJlAyLzZI&pp=ygUV5ZSQ5bGx5pS26LS556uZ5omT56C40gcJCa0JAYcqIYzv,3PKJlAyLzZI,watch,唐山收费站打砸,2025-08-18 18:24:38
23,中国极端女拳发展史，20年渗透中国高校，武汉大学诬告事件牵出70万网军组织？重拳打击极端女拳,https://www.youtube.com/watch?v=EPamDRPR06I&pp=ygUV5ZSQ5bGx5pS26LS556uZ5omT56C4,EPamDRPR06I,watch,唐山收费站打砸,2025-08-18 18:24:38
24,【🔴LIVE直播中】#蔡正元#栗正傑#謝寒冰! 澤倫崩潰 川普2大重擊! 獨家!93閱兵 殲-35彩蛋? A股牛市! 中國進場俄烏? |林嘉源辣晚報20250818完整版@中天新聞CtiNews,https://www.youtube.com/watch?v=OgPHlYIpSGQ&pp=ygUV5ZSQ5bGx5pS26LS556uZ5omT56C4,OgPHlYIpSGQ,watch,唐山收费站打砸,2025-08-18 18:24:38
1,昆明火车站301恐怖袭击十周年,https://www.youtube.com/watch?v=d_vgNJ31vxQ&pp=ygUV5piG5piO54Gr6L2m56uZ5pq05oGQ0gcJCa0JAYcqIYzv,d_vgNJ31vxQ,watch,昆明火车站暴恐,2025-08-18 18:25:21
2,2014昆明车站暴恐案，5名暴徒见人就砍，造成31人死亡141人受伤【老昌鉴史】,https://www.youtube.com/watch?v=TFChNc0Ccig&pp=ygUV5piG5piO54Gr6L2m56uZ5pq05oGQ,TFChNc0Ccig,watch,昆明火车站暴恐,2025-08-18 18:25:21
3,20140302中天新聞　暴徒見人就砍！昆明車站29死　如殺戮戰場,https://www.youtube.com/watch?v=FJMFlhluC2A&pp=ygUV5piG5piO54Gr6L2m56uZ5pq05oGQ,FJMFlhluC2A,watch,昆明火车站暴恐,2025-08-18 18:25:21
4,視頻：昆明火車站女暴徒被打倒抓獲瞬間,https://www.youtube.com/watch?v=mwcAjA5ycVk&pp=ygUV5piG5piO54Gr6L2m56uZ5pq05oGQ,mwcAjA5ycVk,watch,昆明火车站暴恐,2025-08-18 18:25:21
5,昆明火车站暴恐案真相暴恐分子秘密纠集试图非法出境,https://www.youtube.com/watch?v=W6EsCbgZ8AY&pp=ygUV5piG5piO54Gr6L2m56uZ5pq05oGQ,W6EsCbgZ8AY,watch,昆明火车站暴恐,2025-08-18 18:25:21
6,云南：301昆明火车站暴恐案二审开庭,https://www.youtube.com/watch?v=VXA68NPd8ec&pp=ygUV5piG5piO54Gr6L2m56uZ5pq05oGQ,VXA68NPd8ec,watch,昆明火车站暴恐,2025-08-18 18:25:21
7,（删减版）印军拍摄的中印边界冲突视频，你可能从来没有见过。从印方的角度去审视中印边界冲突，或许能让你别有一番滋味在心头。,https://www.youtube.com/watch?v=cGmyTQfmDP4&pp=ygUV5piG5piO54Gr6L2m56uZ5pq05oGQ,cGmyTQfmDP4,watch,昆明火车站暴恐,2025-08-18 18:25:21
8,川普喊話烏：放棄克里米亞、不入北約｜專家：川普聯俄制中共 後續兩觀察｜烏克蘭安全保證前景？學者：需與美戰略利益趨同｜德外長首訪亞洲 批中共擾台海│#新唐人午間新聞│20250818(一),https://www.youtube.com/watch?v=FdYCRQ3bg3g&pp=ygUV5piG5piO54Gr6L2m56uZ5pq05oGQ,FdYCRQ3bg3g,watch,昆明火车站暴恐,2025-08-18 18:25:21
9,红墙震动！朱镕基病危遗嘱曝光：怒斥习近平无德无能，祸国殃民！警告中国将亡党亡国！直指习近平正在毁掉中国！,https://www.youtube.com/watch?v=4n9uNMK668s&pp=ygUV5piG5piO54Gr6L2m56uZ5pq05oGQ,4n9uNMK668s,watch,昆明火车站暴恐,2025-08-18 18:25:21
10,'25.08.18【觀點│亮點交鋒】EP162 美俄走出對抗  中美再戰科技,https://www.youtube.com/watch?v=usfEikSC94w&pp=ygUV5piG5piO54Gr6L2m56uZ5pq05oGQ,usfEikSC94w,watch,昆明火车站暴恐,2025-08-18 18:25:21
11,14年昆明车站遇袭案，31人遇难百人受伤，暴徒落网后爆出惊人消息,https://www.youtube.com/watch?v=Etg9Gf7okQI&pp=ygUV5piG5piO54Gr6L2m56uZ5pq05oGQ,Etg9Gf7okQI,watch,昆明火车站暴恐,2025-08-18 18:25:21
12,昆明火车站301恐怖袭击十周年，遇难者家属的血泪追忆,https://www.youtube.com/watch?v=kigccgXAksA&pp=ygUV5piG5piO54Gr6L2m56uZ5pq05oGQ,kigccgXAksA,watch,昆明火车站暴恐,2025-08-18 18:25:21
13,事件回顾：昆明火车站暴力恐怖袭击事件,https://www.youtube.com/watch?v=HwdnNpKJ7tU&pp=ygUV5piG5piO54Gr6L2m56uZ5pq05oGQ0gcJCa0JAYcqIYzv,HwdnNpKJ7tU,watch,昆明火车站暴恐,2025-08-18 18:25:21
14,昆明火车站发生暴力恐怖事件 高清版,https://www.youtube.com/watch?v=SzYuUnkvkIM&pp=ygUV5piG5piO54Gr6L2m56uZ5pq05oGQ,SzYuUnkvkIM,watch,昆明火车站暴恐,2025-08-18 18:25:21
15,"昆明""3·01""严重暴力恐怖事件：民警张立元直面暴徒——""来砍我！""",https://www.youtube.com/watch?v=ijDWoPoDqdQ&pp=ygUV5piG5piO54Gr6L2m56uZ5pq05oGQ,ijDWoPoDqdQ,watch,昆明火车站暴恐,2025-08-18 18:25:21
16,昆明火车站暴恐案 动画回顾昆明暴徒行凶过程,https://www.youtube.com/watch?v=ciQhw7n416g&pp=ygUV5piG5piO54Gr6L2m56uZ5pq05oGQ,ciQhw7n416g,watch,昆明火车站暴恐,2025-08-18 18:25:21
17,震撼！官方公布反恐纪录片：昆明火车站等多起暴恐案件罕见曝光！,https://www.youtube.com/watch?v=9aZey_3bgqc&pp=ygUV5piG5piO54Gr6L2m56uZ5pq05oGQ0gcJCa0JAYcqIYzv,9aZey_3bgqc,watch,昆明火车站暴恐,2025-08-18 18:25:21
18,大案纪实:震惊海内外的中国云南昆明站3.1特大恐怖袭击真实事件,https://www.youtube.com/watch?v=nWHNIymh3Hs&pp=ygUV5piG5piO54Gr6L2m56uZ5pq05oGQ,nWHNIymh3Hs,watch,昆明火车站暴恐,2025-08-18 18:25:21
19,昆明事件分析(1)：幕后组织者是谁,https://www.youtube.com/watch?v=hcVX_PJvR5E&pp=ygUV5piG5piO54Gr6L2m56uZ5pq05oGQ,hcVX_PJvR5E,watch,昆明火车站暴恐,2025-08-18 18:25:21
20,3月1日昆明火车站杀27人 警方封锁现场,https://www.youtube.com/watch?v=8wfiqET7i4U&pp=ygUV5piG5piO54Gr6L2m56uZ5pq05oGQ,8wfiqET7i4U,watch,昆明火车站暴恐,2025-08-18 18:25:21
21,十年之痛：新疆七五事件目击者的回忆,https://www.youtube.com/watch?v=2PoxCHbSI0s&pp=ygUV5piG5piO54Gr6L2m56uZ5pq05oGQ,2PoxCHbSI0s,watch,昆明火车站暴恐,2025-08-18 18:25:21
22,20141031 焦点访谈 昆明火车站暴恐案二审宣判/低俗炒作 搬石砸脚,https://www.youtube.com/watch?v=AFxJwxMTQ7E&pp=ygUV5piG5piO54Gr6L2m56uZ5pq05oGQ,AFxJwxMTQ7E,watch,昆明火车站暴恐,2025-08-18 18:25:21
23,旅客忆昆明暴力袭击事件 称蒙面人见人就砍,https://www.youtube.com/watch?v=pn5wvi_J-Ok&pp=ygUV5piG5piO54Gr6L2m56uZ5pq05oGQ,pn5wvi_J-Ok,watch,昆明火车站暴恐,2025-08-18 18:25:21
1,上海外灘跨年踩踏悲劇　釀35死48傷,https://www.youtube.com/watch?v=fLGxne5WHEg&pp=ygUS5LiK5rW35aSW5rup6Lip6LiP,fLGxne5WHEg,watch,上海外滩踩踏,2025-08-18 18:26:01
2,20150102 焦点访谈  上海外滩踩踏事件追踪/科技创新 助推发展,https://www.youtube.com/watch?v=wDqSTaMrDvQ&pp=ygUS5LiK5rW35aSW5rup6Lip6LiP0gcJCa0JAYcqIYzv,wDqSTaMrDvQ,watch,上海外滩踩踏,2025-08-18 18:26:01
